review_text,category
maaf sepertinya aolikasi belum siap proses registrasi deh ambil foto selalu force close nutup sendiri terus aplikasinya ,Negative
mau makan dirumah,Neutral
sangat berguna saat ktp lagi kepake yang lain mudah saatnya nanti kita tidak perlu foto copy ktp dapat mengurus segala macam keperluan ,Positive
digital tapi masih perlu ke dukcapil kocak,Neutral
tolong di trial dahulu sebelum di share dipastikan aplikasi berjalan baik agar sistem aplikasi pemerintahan kita tidak tidak terlihat murahan semangat terus menjadi indonesia maju dalam tekhnologi,Positive
sangat memudahkan untuk cek data diri jadi tidak perlu membuka ktp ataupun kartu keluarga mantap,Positive
menurut saya aplikasi ini sudah cukup membantu hanya saja harus scan barcode ke petugas desa atau camat terlebih dahulu sampai dilokasi ternyata server selalu eror sehingga tidak bisa log ini akhirnya saya pulang lagi padahal dengan adanya online harapanya bisa meminimalisid waktu tapi malah jadi lama dan akhirnya sampai sekarang belum buat karena sudah keburu malas ngurusnya kedepanya saya harap bisa diperbaiki agar lebih mempermudah dalam melakukan perubahan data warga terima kasih,Negative
sangat mudah pendaftarannya dan sangat bermanfaat,Positive
awal awal sih lancar mulus gaperlu mencari ktp kalo mau ngisi data pas mau dipakai lagi jadi gangguan jaringan terus padahal buat buka app lainya lancar jaya ,Positive
aplikasi nya eror tidak masuk,Negative
enggak bisa masuk ! datang ke disduk malah di bilang jaringan lah sinyal lah padahal sinyal penuh wifi segala sudah masih enggak bisa,Negative
aplikasi yang sangat jelas membantu terus dukcapil berjaya berinovasi dan bersaing ditengah gempuran era digital ,Positive
aplikasi ini bukan mudah malah tambah beban masyarakat sudah isi semua data yang di meminta sampai foto kode ambil dari mana,Negative
masih tahap pengembangan masih bisa diterima tapi untuk buka dokumen saja enggak bisa paket data ada wifi sinyal bagus tapi terus loading dan berakhir coba lagi ada solusi kira kira,Neutral
masih belum tau fungsi utama dari aplikasi ini apa tapi yang jelas masih butuh beberapa perbaikan seperti penggunaan kata baku dan tidak baku e istri bukan isteri dll kecepatan connecting app dalam penggunaan kejelasan fitur dsb ,Positive
sangat mudah di gunakan apalagi saat kita lupa membawah berkas seperti ktp kakak kartu vaksin dan bpjs sangat rekomendasi buat semua,Positive
aplikasi cuma penuh ini hpmasa buat urus perbankan saja gbsa harus paje ktp fisiktrus untuk apaan nih aplikasi ? benar buang anggaran saja,Negative
ada banyak teman saya tak bisa buka aplikasinya cuma ada tulisan coba lagi padahal koneksi jaringan internet sangat bagus pakai paket data maupun wifi sama saja tetap tidak mau kebuka coba buat download aplikasi lain seperti jkn mobile dll bisa dibuka tapi aplikasi identintas kependudukan initetap tidak bisa kebuka coba uninstal dan login lagi tetap enggak bisa sampai esok harinya dicoba tetap enggak bisa tolong kalau menetapkan kebijakan lewat aplikasi aplikasinya dioptimalkan ,Positive
ini bagaimana sih disuruh download aplikasi ikd giliran sudah didownload malah kesalahan jaringan koneksi tolong dong jangan mempersulit masyarakat yang mau bikin ktp akte atau kakak yang benar saja harus pakai wifi enggak semua orang punya wifi ! tolong diperbaiki lagi sistemnya !,Negative
parah sih jaringan di wilayah saya bagus kuota masih banyak pas buka aplikasi malah muncul terjadi kesalahan koneksi terus kalo pas lagi darurat mau gunain ktp bagaimana sementara pembuatan e ktp dipersulit dengan alasan enggak ada blangko nya,Negative
susah diakses,Negative
aplikasi enggak guna ! sudah bayar pajak mahal fasilitas untuk warga negara enggak layak,Negative
cobalah dulu ya,Neutral
knapa koneksinya terjadi kesalahan cuman mau login saja kok susah ya ,Negative
identitas hanya ktp saja yang bisa dilihat data kakak tidak ada dokumen masih di integrasikan ? tolong cepat diupdate sistemnya dokumen lengkap bintang,Neutral
aplikasine aneh seharusnya yang sudah penah verifikasi ada option login yang diaplikasi cuma ada daftar saja tolong diperbaikiyakali setiap mau login harus ke dukcapil ,Negative
baru di coba di bagus di tambah lagi,Positive
sempak kagak bisa foto masa gagal mulu aplikasi kurang lenngkap,Negative
pengajuan perubahan identitas orang tua harus menempuh di pn agak sedikit memberatkan untuk orang kampung yang agak kedalam karena kondisi dulu orang tua tidak punya identitas sehingga sulit,Negative
katanya mempermudah tapi di awalharus mendatangi dukcapil dulu tau ah ,Neutral
mari yanto,Neutral
 mohon juga dilakukan kerjasama dengan polri untuk dokumen sim mohon update untuk kartu vaksin corona dimasukan vaksin bosster dibuatkan data offline saat diperlukan dapat diakses terimakasih dukcapil terbaik memudahkan ,Neutral
seharusnya tidak perlu scan barcode tetapi cukup memasukan nik ktp saja mempermudah lebih ditingkatkan lagi,Negative
duh sering hang error muat lagihm seharusnya lebih ditingkatkan lagi dan dipikirkan jaringan seluler juga yang tinggal di daerah yang sinyal rada sempoyongan,Negative
aplikasinya tidak bisa di gunakan kesalahan koneksi terusmohon di tingkatkan lagi banyak gangguanya dan tidak mmbantu samasekalitdk bisa melihat identitas ataau ktp dgitalnya tidak bisa di lihatbukanya ada perbaikan malah semakin parah percuma bikin identitas digital kalau tidak bisa di akses parah kalau tidak bisa di akses mndingan jangn bikin aplikasi yang tdak ada gunanya samaskali bikin lambat hp saja mndingan di hapus ,Negative
enggak update beberapa device tidak bisa login pesan koneksi bermasalah terus padahal jaringan bagus,Negative
untuk masyarakat indonesia cobalah gunakan pikiran terbuka ini aplikasi masih dalam tahap pengembangan jadi harap sabar jika lelet atau ada beberapa fitur yang tidak bisa selain itu kebanyakan komplain kalian itu enggak semua orang kok ngalamin ini saya lancar saja jadi alangkah baiknya bertanya lebih dulu sebelum kasih ulasan komplain ,Negative
alhamdulilah sekarang tidak pusing gunta ganti hp bisa login dengan klik daftar terus ferifikasi tanpa harus ke capil lagi data sudah ada auto aktif mantap,Positive
aplikasi yang sangat memudahkan kita kalo lagi tidak bawa ktp kalo bisa semua dalam satu genggaman,Positive
bagaimana ini aplikasi masa sudah terdaftar tak bisa login,Negative
kenapa captcha nya enggak bisa ke buka ya tolong admin di bantu solosinya ,Neutral
sebenarnya ini untuk mempermudah apa bagaimana sih setiap mau masuk susah banget sinyal enggak masih enggak bisa giliran pakai wifi baru bisa ini enggak mendukung banget buat orang yang tinggal di perkampungan yang sinyalnya lemah buat appsnya tolong di upgrade lagi lah jadi enggak buat susah pengguna niatnya mau mempermudah tapi kayak malah bagaimana sih mau buka kadang buat masuk saja susah banget ,Negative
jangan konyol kalau harus scan verifikasi kak dukcapil mengapai buat mobile ,Neutral
tolong dirubah sistemnya agar aplikasinya dapat digunakan oleh semua jenis android untuk kalangan menengah kebawah,Neutral
semoga kedepan untuk pendaftaran tidak harus melibatkan lagi disdukcapil karena bagi kami yang jauh dengan kantor disdukcapil sangat mempersulit kami untuk mendaftar ke aplikasi ini ,Negative
aplikasinya bagus sudah bisa buka data hanya belum bisa cetak ktp dan kakak tolong diperbaiki juga qr code nya tidak bisa di scan mohon diperbaiki juga semoga kedepan lebih sempurna lagi aplikasinya soalnya ini menyangkut data kependudukan,Positive
kenapa aplikasinya tidak bisa di buka ya ?,Negative
aplikasi merepotkan rakyat katanya digital tapi waktu mendaftar suruh scan barcodedan harus datang ke kantor layanan kamu kira rakyat enggak sibuk kalo digital ya kasih saja kode otp atau apa kayak untuk verifikasikemarin pas meminta ke barcodd ke dukcapil enggak bisa konek dengan indosat tapi hari ini deh ada perbaikan nampaknya tinggal menu pelayananya yang belum jelas saya input kelahiran baru anak sudah berhasil di input dan upload tapi enggak ada progresnya deh itu bintangnya aku tambah,Negative
banyak kekurangan masa kamera lebar tidak ada solusi untuk mengatasi nya padahal sudah kali ke dispenduk capil tetap saja tidak bisa scan barcode nya,Negative
di era millenial ini bentuk digitalisasi dalam pelayanan publik sangatlah berpengaruh besar dengan adanya inovasi identitas kependudukan digital saya tidak perlu repot bawa ktp dan kakak kemana mana cukup pakai inj saja bisa,Neutral
di era digital seperti sekarang aplikasi ini sangat diperlukan karena tidak perlu was was kalau ketinggalan identitas dirumah pokoknya keren lah semakin maju dukcapil,Positive
aplikasi sangat membantu untuk keperluan kependudukan secara digital ketika aktivasi juga dapat pelayanan yang baik dari bu elsa disdukcapil mandau dan pak elby disdukcapil bathin solapan berikut beberapa catatan dari saya perlu penambahan fitur catatan sipil beberapa integrasi fitur seperti privy tidak berjalan dengan baik terima kasih ,Positive
enggak ada masalah sih sama apknya kenapa harus download dulu baru di kasih ktp secara fisik padahal tinggal ambil eh malah di suruh download,Neutral
terjadi kesalahan koneksi terus,Negative
dari tahun aplikasi ikd sudah disosialisasikan tapi progress nya seperti stagnan loading yang lebih dari detik serta integrasi data pendudukan yang lambat diselesaikan walaupun aktivasi nik di platform ikd sudah aktif servernya kayak seperti komputer jadul masih pakai pentium sekarang sudah mau menuju tapi aplikasi ikd masih sering error aplikasi buatan pemerintah ri kenapa memprihatinkan ?,Negative
mungkin lebih baik jika untuk verifikasi dan validasi bisa di ubah secara online dan tidak perlu datang ke dukcapil ,Neutral
saya install di hp lain ketika isntall di hp baru ternyata hanya ada tombol daftar lagi ya ? tidak ada tombol masuk kalau sudah aktif ?,Neutral
sangat mempermudah kita,Positive
aplikasi enggak jelas di buka pakai wifi enggak bisapakai data enggak bisa jangan jangan aplikasi ini sengaja di buat untuk mempersulit masyarakat hati hati dengan sistem ke amanan app inibisa jadi data kita di curi,Negative
aplikasinya tidak bisa dibuka,Negative
ini harus pakai android ke atas,Neutral
mungkin karena memuat data penting seluruh warga nkri apps masih kurang maksimal dalam fungsinya tingkatkan lagi min admin,Neutral
haiya ini aplikasi bikin owe pusing setiap buka ini aplikasi kenapa lama kali,Negative
cacat,Negative
mas kenapa ya data ktp sama kakak ya di aplikasi enggak bisa di donwload,Neutral
belum maksimal mau buka dokumen enggak bisa cuma muter terus,Negative
di dokumen cuma ada ktp digital tidak ada kakak seperti di gambar aktifasi harus datang di dukcapil untuk scan data masalah keamanan data dari para pencuri data masih meragukan mohon diperhatikan,Negative
bagus,Positive
semoga kedepan aplikasi nya bisa save kakak n data lainnya jangan cuma bisa di lihat sja,Neutral
aplikasinya sudah di unduh tapi enggak bisa di buka,Neutral
sulit log ini hilang koneksi,Negative
enggak bisa di buka selalu masalah koneksi internet,Negative
masih banyak kekurangan semua kritikan ada di komentar teman teman disini ayo perbaiki buatlah aplikasi ini lebih bagus lagi,Negative
aplikasi hanya bisa di buka menggunakan operator telkomsel dan wifi operator enggak bisa buat buka aplikasi ini,Neutral
banyak fiturnya tapi banyak yang enggak bisa ke buka cuma loading mutar terusdigital kok kayak begini,Negative
lumayan,Positive
aplikasi emas baru kali ini ketemu aplikasi multifungsi terbaik sejagat alam raya seperti ini andai saja semua aplikasi pelayanan publik seperti ini pasti kehidupan ini berjalan seperti di surga sayang bintang yang disiapkan playstore hanya seandainya disiapkan dalam jumlah yang tak terbatas akan saya siapkan sebulan penuh waktu untuk memberikan bintang kepada aplikasi brilian ini aplikasi yang sempurna sudah tidak perlu di upgrade lagi terima kasih aplikasi berkelas dewa ,Positive
regestrasi mudah dan cepat via virtual enggak harus datang ke kantor dukcapil setempat dipandu aktivasi via zoom cuma kalau sudah daftar login kurang simpel harusnya kalau sudah aktif tinggal login tapi isi data dulu kaya dari awal lalu diarahkan ke login kasih pilihan login atau aktivasi,Neutral
pertama hari ini april aplikasi tidak bisa digunakan saya buka playstore bisa tapi buka aplikasi ini tidak bisa login alasannya koneksi kedua aplikasi tidaknbisa digunakan di bank bumn dimana mereka masih meminta kartu phisik untuk baca data di card reader ketiga ternyata setelah saya share link bagi ktp berbagai instansi pemerintah kepolisian bahkan bank tidak bisa akses jadi tetap saja saya harus foto manual pakai hp lain lalu print untuk selanjutnya di fotocopy tolong jawab ,Neutral
mantap hanya perlu peningkatan,Positive
layanan aplikasi ikd sudah baik tapi terkadang aplikasi suka force close dan suka ada peringatan coba lagi ketika membuka menu pelayanan ,Positive
mengapa kok semakin kedepan banyak menu yang tidak dapat dibuka seharusnya kan semakin maju supaya digitalisasi identitas dapat berjalan sesuai harapan,Negative
maaf kok kalo pas saya mau masang ktp susah dan tidak susuai dengan aplikasi nya sih ya,Negative
bagus,Positive
sebenarnya cukup bagus hanya saja kurang layanan untuk ambil barcode nya simpel namun sangat ribet,Negative
aplikasi sampah tiap bulan update terus konyol banget buat yang sering lupa pw karena enggak kepake aplikasi nya jadi ke blokir enggak bisa akses semua nya ! tolong di perbaiki lagi dong bisa enggak update nya setahun sekali saja saya enggak bisa masuk aplikasi nya lagi butuh jadi kepepet terus ! buat aplikasi nya,Negative
bikin akte saja prosesnya lama enggak jadi mending langsung ke kantor disdukcapilnya,Neutral
buruk data masih gb sinyal ok tapi enggak bisa kebuka ini niat mempermudah atau mempersulit sih sebenarnya,Negative
untuk android os ke bawah mengapa ya enggak bisa menggunakan aplikasi ini coba lagi begitu terus terimakasih,Neutral
pernah daftar di kecamatanlalu ganti hp dan setelah download di hp baru ternyata enggak bisa masuk ! padahal sudah login ! ? apakah setiap ganti hp atau ke hapus harus daftar seperti awal lagi ! ! ? kok enggak ada fitur login masuk bagi yang sudah daftar ! ? ? sungguh sangat membingungkan tapi inilah karya anak bangsa mau apa lagi ya sudah lah !,Negative
sudah semangat install daftar isi data ujung nya scan barcode ke dukcapil langsung uninstal,Neutral
kalo aplikasi nya di hapus terus di install lagi harus daftar lagi langsung masuk ? soalnya susah login terjadi kesalahan terus padahal wa ig yt lancar jaya,Positive
ini aplikasi ikd cukup mudah digunakan sih cuma repot nya harus ke dukcapil untuk scan barcode dan verifikasi data nya mudah an kedepan nya apps nya tambah maju lagi sekarang kata petugasnya blanko ktp dibatasi mau transisi ke ikd soalnya menghemat anggaran ,Positive
bagus buat dokumen pribadi ,Positive
masih banyak kekurangan terutama tanda tangan di kartu keluarga,Negative
aplikasi enggak jelas sangat enggak berguna malah makin ribet daftar rekening saja susah karena foto ktp nya harus ktp pisik,Negative
aplikasi dibuka tulisanya konektifitas bermasalah coba lagi sudah coba berulang uninstal download mulai ulang hp ganti wifi data ternyata sama saja enggak bisa eh saat buka ulasan aplikasi banyak juga yang masalahnya sama mengira hp saya doang yang bermasalah bagus aplikasinya tapi bo ong,Negative
tingkatkan lagi dan perbaiaki kendala yang ada karena aplikasi ini sangat membantu agar masyarakat merasakan manfaatnya,Positive
apakah tida bisa untuk ios user ?,Neutral
tolong di perbaiki secepatnya ya bila memang ingin serba digital kalau bisa semua identitas bisa masuk ke aplikasi ini seperti sim sebagai nya terima kasih,Neutral
kox enggak bisa langsung validasi,Negative
dengan alesan tidak ada jaringan terus,Negative
bagaimana kok sulit di buka selalu coba lagi dan lagi,Negative
jaringan tidak stabil mulu padahal jaringan nya bagus capek kalau harus scan qr lagi,Negative
tolong diperbaiki ini kenapa aplikasinya tidak bisa dibuka ? dan ada tulisan kesalahan koneksi coba lagi kira kira itu kenapa ?,Negative
apakah data kita di jamin aman ? yakin tidak ada kebocoran data di kemudian harii ? ?,Negative
enggak bisa login ,Negative
aplikasi negara kok kayak begini ? jangan mempermalukan indonesia tercinta kalau belum siap hapus saja dulu dari playstore ok,Negative
kalau anda bisa membuka dokumen di aplikasi ini anda beruntung saya dari daftar belum pernah kebuka lambat sekali muter terus alias loading dan akhirnya terjadi kesalahan sudah ganti pin dan lain tetap tidak terbuka kalau memang aplikasi dibuat untuk mempermudah kenapa ini mempersulit mohon maaf ini hanya masukan mohon segera diperbaiki terimakasih,Negative
persoalan yang sama dan tidak berubah setiap ada kebijakkan yang baru tapi tidak disiapkan dahulu sdm dan itu nya sehingga berakhir dengan kecewa ,Negative
jadi intinya aplikasi ini buat apa memang ? loadingnya super,Neutral
kenapa terjadi kesalahan koneksi padahal jaringan bagus,Positive
mantap,Positive
aplikasi yang enggak bisa membantu sangat enggak bisa,Negative
selalu muncul pesan kesalahan koneksicoba lagi ,Negative
tidak bisa logim,Negative
harus meminta kode qr ke kantor ? sama saja enggak online mana lagi diperantauan,Negative
aplikasi hanya bisa buka biodata ktp tidak bisa,Neutral
tidak bisa mengambil foto saat login mohon perbaiki untuk hp yang tipe rendah,Neutral
kok enggak bisa dibuka untuk aplikasi nya,Negative
kok di buka tidak bisa ? lalu loading lama banget ,Negative
pas bagian ambil foto gelap padahal kamera oke ijin aplikasi ambil foto juga sudah mohon bantuan ya,Neutral
tinggal tambah fitur ganti foto profil kaya akun lagi,Neutral
ini bagaimana ya kalo untuk orang tua yang tidak punya hp tetangga mau perbarui ktp rusak apa harus install ini juga tapi tidak punya hp karena dia sudah tua aplikasi kayak begini benar enggak perlu karena tidak menjangkau semua kalangan tolong tidak usah jadi syarat wajib untuk perbarui dokumen lah sungguh meribetkan ,Negative
tidak bisa membuka dokumen,Negative
masih kurang pelayanan dan fungsi nya,Negative
pelayanan terbaik mohon bisa untuk pelayanan cetak mandiri di app nya ,Neutral
sehat saja karena sempurna hanya milik tuhan yme,Positive
semoga bermanfaat ,Positive
blum berkerja dengan baik,Negative
kok enggak bisa masuk kesalahan jaringan terus,Negative
ikd representasi dari dokumen kependudukan yang terkoneksi langsung dengan database nasional tidak hanya dokumen kependudukan yang dapat diakses tetapi juga dokumen dari inatansi lain bisa diakses seperti npwp bpjs kpu dll sangat membantu karena semua dokumen pribadi tersimpan di hp,Positive
kenapa aplikasi ini bisanya pakai wifi padahal kuota dan jaringan saya cukup bnyk ? jadi saya harus tetring terus kalo mau buka aplikasi ini,Negative
aplikasinya cukup mudah tapi agak lumayan sulit untuk verifikasi wajah,Neutral
kenapa tdak bisa di bukah padahal jaringan enggak mi kodong tolong pemerintah kalau bikin aplikasi perhatikan,Neutral
aplikasi tidak sempurna masih banyak bug terkadang keluar dengan sendirinya mohon untuk dinperbaiki kembali,Negative
yakin enggak buat program kok error mulu,Negative
foto sudah buluk makin buluk saja mana enggak bisa print ini konsepnya benar mempermudah apa mempersulit ? buat aktivasi saja harus ke kecamatan minimal terus buat lansia yang enggak mengerti hp begimana,Negative
lumayan bagus tapi masih suka tiba crash tolong update aplikasi dan servernya,Negative
saya edit lagi min ini harus di ada ini update lagi sudah hampir sesuai kebutuhan masyarakat kalau bisa pergantian swafoto bisa dan pencetakan mandiri dokumen berupa kakak dan akta lahir ,Neutral
susah di aksesnya tolong dong di perbagus saya mau login saja sampai jam baru masuk giliran sudah masuk mau buka opsinya sampai enggak bisa bisa kebuka,Negative
kebanyakan aplikasi pemerintah kok enggak normal ya ?,Negative
aktivasi berhasil harus dilakukan di dukcapil sangat berguna sudah dicoba check ini di bandara tidak perlu pakai ktp fisik lagi mudah an ke depan seluruh lembaga bisa menerima aplikasi ini ,Positive
masih ada kekurangan buat ttd digital masih eror dokumen yang lainnya enggak menyambung ada keterangan data sedang di integrasikan padahal pertama daftar dokumen lainnya menyambung ,Negative
kenapa verifikasinya harus scan qr ? terlalu ribet,Negative
kalo bisa kartu keluarga dalam bentuk pdf dan akte kelahiran juga bisa di sertakan dalam aplikasi sehingga tidak perlu lagi tunggu cetak di kantor dukcapil,Neutral
aplikasinya kokminta versi besar hpygaplikasi versi gakbisa saya klik coba lagi cobalagi gue banting hpnya,Neutral
di berbankan milik pemerintah yang di surabaya belum bisa di aplikasikanterus kalo mau fotokopy bagaimana caranya tlong yang sudah bantu jawab atau bp admin yang terhormat suwun,Neutral
aplikasi ikd tidak bisa dibuka,Negative
aplikasi ssh dibuka,Neutral
enggak ada fitur ganti pin itu sangat amat menyusahkan mohon untuk di tambahkan fitur nya agar yang lupa pin bisa menggantinya dengan pin baru dan bisa menggunakan aplikasi ini untuk mengakses identitas dirinya,Negative
mau daftar tapi harus ke dukcapil atau ke kecamatan untuk scan qr code tetap saja ribet,Negative
tidak bisa untuk buka dokumen mutar mutar terus akhirnya ada tulisan terjadi kesalahan,Negative
enggak bisa login payah aplikasi nya jaringan error mulu ,Negative
ok,Positive
aplikasi sampah ! login susah ! tulisannya coba lagi sinyal padahal full aplikasi lain bisa dibuka dengan lancar perbaiki dong bagaimana mau mendaftar pakai akun ? bikin repot orang saja,Negative
enggak bisa di buka,Negative
memudahkan identitas keluarga,Positive
aplikasi susah dibuka ada tulisan memuat dan indikator mutar mutar terus,Negative
kalau niat mempermudah harusnya tidak perlu lagi ke dukcapil setempat cuma untuk verifikasi barcode karena akan kesulitan bagi yang berdomisili di luar daerah coba lah di bikin simpel kan sudah ckp dengan verifikasi wajah dll ,Neutral
bismillah semoga saja bisa membantu ini aplikasi ikd buat update data kalo bagus tak tambah lagi bintang ,Neutral
tanda tangan digital di di privy aplikasi ini tidak dapat terhubung kenapa ya ? sekarang kalo mau buka aplikasinya enggak bisa selalu nongol pesan kesalahan koneksi,Negative
aplikasi sangat tidak berguna bukan nya malah enak makin malah susah serba ribet mendingam fisik dari pada kayak begini setiap ganti hp pasti susa login lagi harus inilah itu lah apalagi mau foto covy buat berkas mau bikin lamaran kerja atau persyaratan lain atau enggak tidak ada paket malah kayak,Negative
aplikasinya kurang akses bagi penyandang disabilitas khususnya tunanetra terutama untuk pendaftaran dan ferifikasidata untuk kedepanya untuk lebihmudah menggunakan sandi jangan ferifikasiwajah kalo ferifikasi wajah kesulitan bagi tunanetra ,Negative
yang lama itu nunggu notif ke email entah berapa hari ? notif ke email sampai saat ini belum masuk piye toh aplikasi nya,Negative
aplikasinya sangat bagus saya bisa membuka dokumen kependudukan hanya lewat hp saja tidak khawatir lagi kalau dokumen kependudukan saya tertinggal di rumah,Positive
sering keluar sendiri tolong diperbaiki bug mengganggu tapi sangat membantu bagi yang enggak bawa ktp fisik,Positive
aplikasi ini sudah ada sedikit perkemngan walaupun dokumen karti indonesia sehat tidak akurat soalnya nomor induk pesetra kis saya yang tertera nomor induk kis kepala keluarga sedangkan saya statusnya sebagai anggota keluarga,Negative
terimakasih atas bantuannya tim dukcapil digitalisasi ktp makin mudah dan cepat ,Positive
layananya belum siap masih banyak kendala ,Negative
mohon dibantu untuk aplikasi nya bisa menggunakan android v nougat soalnya ada beberapa di kabupaten terpencil banyak teman masih menggunakan android v apakah kami harus membeli ponsel android yang baru lagisedang kondisi keuangan di saat seperti ini sangat susahjadi mohon untuk pembuat aplikasi ikd ini bisa lebih bijak bagi kami yang masih menggunakan android versi terima kasih banyak atas perhatian bantuan dan pengertian nya ,Neutral
aplikasinya sebenarnya keren sangat membantu di era digital ini tapi sangat disayangkan belum semua badan organisasi kantor mau menerima ktp digital ini masih harus memperlihatkan ktp fisik terus fungsinya apa aplikasi ini kalau tidak berguna tidak diterima untuk transaksi bank antam dll tolong diperbaiki lah koordinasi dengan semua sektor paling enga pemerintahan bank pemerintah bumn bumd zaman deh digital harus segera update sop di masing kantor,Negative
tidak berguna kesalahan koneksi saja,Negative
kemarin mencoba ngisi bisa sekarang mau ke kecamatan buat scan barcode tapi aplikasi ngebug kesalahan koneksi terus ampun sungkem deh,Negative
trimaksih untuk pelayanan ini sukup membantu dengan pelayanan yang baik,Neutral
kemarin bisa buka aplikasi ini kok enggak bisa di buka aplikasi ikd nya sudah hari ini mhn pnjlsan nya karena data saya dan keluarga ada di aplikasi itu ,Neutral
enggak bisa di buka waktu mau buka dokumen muter saja,Neutral
mantap aplikasi sangat membantu jadi enggak perlu fotokopi berkas ktp kakak dll,Positive
aplikasi yang sangat bagus dan sangat bermanfaat tinggal di sosialisasikan ke lembaga penggunanya agar semua bisa support ktp digitalnya memang data pribadi harus lebih hati mulai dari proses pembuatan hingga penggunaannya sukses terus dukcapil keren,Positive
enggak jelas sebuah negara bikin aplikasi banyak bug nyuruh pakai ktp digital sedangkan aplikasinya saja banyak minusnya sering tekeluar sendiri berkali kali loadingnya lamaa walaupun jaringan bagus masuk saja loading lama sialan !,Negative
download buka app,Neutral
aplikasi id digital sangat bagus cepat prosesnya dan sudah terkoneksi dengan kemenkeu untuk data npwp dan pajak dengan bukan untuk melihat kartu asn dan dengan kemenkes untuk melihat kartu bpjs mantab ,Positive
aplikasi nya kenapa deh sudah berulang ulang hapus dowload masih keterangan yang sama terjadi kesalahan koneksi padahal jaringan lancar tolong dong developer benerin,Negative
aplikasi nya enggak bisa buka dokumen pindahkan barcode juga enggak berfungsi ,Negative
bagaimana saya mau cetak ktp fisiknya enggak bisa saya warga pindahan jadi enggak punya ktp fisik karena ktp yang lama di ambil sama petugas dukcapil takutnya saya kalo ada kenapa di jalan enggak ada identitas sama sekali kalo enggak ada ktp fisik,Negative
praktis,Positive
mengira dengan adanya aplikasi ini enggak perlu lagi harus ke kantor tapi ternyata mau daftar pun harus ke kantor untuk verifikasi ,Negative
kurang bagus sangat lama malah eror bagaimana sistem,Negative
aku kira aplikasi bakalan mempermudah kita eh taunya malah mempersulit,Negative
banyak yang belum tau aplikasi ini bukan sembarangan yang bisa di install tujuan memasukan data nik dll dan hal yang terakir di bagian belakang harus scan barcode scan barcode itu tujuan nya mencocokan data di hp sama data di dukcapil kalo mau scan barcode ya harus ke kelurahan masing di kantor dukcapil sekian kalo ada yang salah mohon di benarkan terimakasih,Neutral
yes identitas kependudukan digital sebagai tanda bahwa kita telah masuk dalam era moderen pelayanan publik ini keren terima kasih dukcapil,Positive
bagaimana cara login nya ya ? ? kok saya tidak bisa login padahal sudah scan barcode yang ada di kakak,Negative
aplikasi lambat untuk proses masuknya lama terus ada keterangan jaringan tidak stabil padahal internet lancaarr,Negative
tambahkan fitur download dokumen karena sampai saat itu soft copy dokumenlah yang sangat dibutuhkan saat pengumpulan berkas kemudian perbagus resolusi dokumen agar jernih rekrut tim itu yang andal agar ui dan ux aplikasinya puas pengguna jangan gunakan pihak ketiga untuk project sebesar ini sebab sejauh ini masih jauh dari kata bagus ,Negative
sangat bagus tujuanya tapi sistemnya yang sangat tidak bagus kalau harus scan barcode nya harus datang ke tempat yang di tentukan seharusnya kalau memang serba digital dan online kenapa barcode yang di scan tidak di sebar saja melalui akun mesdsos resminya dukcapil ,Negative
aplikasi bagus dari pusat yang harus segera diselesaikan fasilitas fitur fitur lainnya agar lebih lengkap karena dukcapil di daerah banyak cacat dan pungli di birokrasinya terlalu bertele tele sdm nya sangat parah dari tingkat desa kecamatan hingga dinas dukcapil daerah,Negative
untuk daftar ktp digital harus datang langsung ke dukcapil buat scan barcode ini yang agak repot kalo bisa metodenya diperbaiki ya pak bu kayak daftar bank digital prosedurnya mudah dan aman,Positive
baru mau daftar saja kok meminta code qr ya mana ada dong mau ke dukcapil dulu ribet bos ,Negative
enggak heran memang kalau aplikasi pemerintah mah pasti banyak bug nya sebanyak biaya pembuatannya enggak pilihan login hanya ada daftar padahal sudah daftar ya sudahlah terserahh,Negative
aplikasinya bagus tapi masih harus scan barcode ke kecamatan setelah itu verifikasi email dll saya rasa masih menyusahkan lalu apakah pemilik aplikasi ini bertanggung jawab suatu ketika ada kebocoran data ? bisa kita gugat lho jika dikemudia hari ada kebocoran data kekurangan dari aplikasi ini data vaksi tidak muncul lain kali kalau membuat program jangan keburu untungnya dulu aplikasi belum sempurna sudah diluncurkan ! ! kebiasaan pemerintah cepat mohon semua dipertimbangkan ,Negative
sangat membantu untuk yang sudah download mau login terus tdak bisa padahal pin sudah di kasih masuk coba login pakai pin yang masuk di email ada kode nya,Positive
enggak bisa dibuka sudah ke disdukcapil karena ktp rusak dikasih ktp online tapi kapan butuh ktp aplikasi tidak bisa dibuka padahal jaringan sudah bagus saya kecewa terima kasih jadi untuk urusan surat menyurat saya sangat terkendala ,Negative
kenapa sekarang enggak bisa di buka aplikasinya ,Negative
aplikasi yang bagus dalam mengikuti zaman yang semuanya serba digital semoga aplikasinya memudahkan dan semakin berkembang untuk melayani masyarakat secara keseluruhan,Positive
susah masuk loading lama,Negative
tidak bisa buka aplikasi padahal ktp digital sudah terdaftar,Neutral
masih kurang support untuk membuka aplikasinya apakah masih tahap pengembangan ? ? untuk membuka dokumen dll kurang support sekali sangat di sayangkan ,Negative
kenapa harus pindai lagi qrcode dari dukcapil jni sama saja dengan tidak online disengajaipi lagi ke kantornya menyusahkan ,Negative
