review_text,category
saya kasih bintang agar cepat di memperbaiki karena aplikasinya sangat lambat dan sering gagal untuk memuat yang lainnya dan semoga cepat dilengkapi untuk setingan yang lainnya,Negative
mantap sangat membantu,Positive
aplikasi di buat oleh pemerintah tidak komprehensif banget dan tidak jelas kebutuhan nyamaksud tujuan tidak ada harusnya serius dan benar bisa berguna bagi masyarakat ini mah malahan cuma sekedar ada ajahhadeuuh ,Negative
saya kasih bintang dulu soal nya sistem nya masih belum berjalan dengan lancar semoga kedepan nya bisa di perbaiki dan bisa support untuk semua versi hp salut buat kemendagri sudah membuat sistem ini,Positive
sudah sangat bagus akan tetapi jangan terlalu di batas kan dan keamanan nya di perbagus lagi,Negative
buang buang quota saja ! ! kalau kejar tekhnologi kedepannya maju yang serius dong jangan setengah setengah apakah begitu di kasih pekerjaan untuk buat aplikasi android tapi kalah dengan developer di luaran sana ? ayo dong semangat indonesiaku,Negative
download buka app,Neutral
aplikasi nya bagus masih suport android ram tapi yang jadi kekurangan tidak adanyah menu download jikalau ada pasti bisa mempermudah saat enggak ada kuota atau pun wifi saran sediakan menu download yang saat di akses harus pakai pw dari akun atupun apapu yang pentig harus ada terima kasih,Positive
digital ktp ok banget semua jadi ringkas dan cepat,Positive
membuka aplikasi tidak bisa,Negative
jadi regisnya itu dihadapan petugas dukcapil setempat ya pak berabti hanya memangkas waktu cetak saja saya fikir bisa langsung dari tempat kita berdiri dimana saja kapan saja validitas menggunakan nik atau sumsum tulang belakang misalnya jadi kecepatannya bukan hanya di dukcapilnya saja melainkan di yang berurusan ternyata masih jauh ya semoga bisa lebih mutakhir lagi terobosannya pak semangat ,Positive
sangat baik untuk dokomen peribadi atau data untuk catatan sipil,Neutral
 tidak ada fitur log ini log out pada akun untuk kebutuhan pergantian gadget misalnya kalau ganti gadget harus hapus dulu akun lama dan buat akun baru di gadget baru dan itu harus ke dukcapil ribet dokumen kependudukan pada aplikasi tidak dapat diakses sama sekali akhirnya fungsi utama dari penggunaan aplikasi ini menjadi mubasir dokumen lain dalam proses integrasi yang sampai sekarang belum bisa diakses ,Negative
sangat menyulitkan saat log ini,Negative
lambat sekali,Negative
ini bagaimana ya kalo untuk orang tua yang tidak punya hp tetangga mau perbarui ktp rusak apa harus install ini juga tapi tidak punya hp karena dia sudah tua aplikasi kayak begini benar enggak perlu karena tidak menjangkau semua kalangan tolong tidak usah jadi syarat wajib untuk perbarui dokumen lah sungguh meribetkan ,Negative
kenapa harus pindai lagi qrcode dari dukcapil jni sama saja dengan tidak online disengajaipi lagi ke kantornya menyusahkan ,Negative
aplikasinya bagus sudah bisa buka data hanya belum bisa cetak ktp dan kakak tolong diperbaiki juga qr code nya tidak bisa di scan mohon diperbaiki juga semoga kedepan lebih sempurna lagi aplikasinya soalnya ini menyangkut data kependudukan,Positive
bagaimana caranya apabila ganti perangkat seluler ? apakah harus daftar ulang kembali ke dindukcapil ?,Neutral
mantab hanya masih ribet sedikit tetap musti ke disdukcapil untuk meminta scan code qr nya,Negative
apa ini pakai jaringan data telkomsel xl tidak ada koneksi internet pakai wifi indihome sama biznet juga sama padahal buat buka playstore streaming yt buka shopee update aplikasi dll bisa begini amat mencari bahan korupsi uang anggaran negara,Negative
harus pakai code qrsama saja boongcode qr dari petugas dukcapil ,Neutral
ada beberapa yang blum bisa di tampilkan tolong aplikasinya agar diperbaiki lagi sistem operasi nya,Negative
lupa sandi sudah restart aplikasi malah tetap masukin sandi mana enggak ada bacaan lupa sandi hiks ,Neutral
mohon di tambahkan login bisa pakai finger print dan tampilan ktp nya layar hp thanks,Neutral
aplikasi enggak guna cacat bukannya memumadahkan malah membingungkan dan menyulitkan awal buka harus isi data untuk verifikasi sampai ditahap ambil foto setelah itu muncul perintah untuk scan barcode lah apa nya yang mau di scan coba ktp digitalnya saja belum ada aneh saja kalo bikin kebijakan ,Negative
aplikasi masih banyak kekurangan tolong diperbaiki program kementerian dalam negeri kok kayak begini sih ?,Negative
ini sangat membantu agar identitas kita tersimpan dan diakui sebagai warna ri ,Positive
di bagian dokumen deh lama enggak bisa dbuka awal buat dulu bisa di buka tapi sekarang enggak bisa di buka ,Negative
lagi perlu banget ini ktp nya malah enggak bisa kebuka koneksi nya gagal terus tolong perbaikan nya min,Negative
aplksi enggak jls mau buat apa pintar dkit jn asal jeplak saja aplksi enggak bisa di buka begitu di pakai nth apa gunanya e ktp apa digital apa digital banyak gaya mau ikut ngra maju tapi malah garing mikir orang yang enggak punya hp bagaimana banyak tingkah saja makin kesini heran,Negative
tolong untuk aplikasi nya ditingkatkan lagi masih terdapat beberapa kekurangan adapun yang saya alami aplikasi ini tidak dapat menampilkan kakak serta akte lahir hanya ktp saja yang di tampilkan jika memang mau memudahkan masyarakat kiranya kelemahan yang terdapat pada aplikasi ini agar segera diperbaiki terima kasih ,Neutral
lumayan bagus enggak ada kendala saat pengoperasian,Positive
sangat bermanfaat semoga bisa dikembangkan lagi ikd mantap dukcapil go digital,Positive
dokumen ktp nya enggak bisa di buka,Neutral
sangat membantu sekali pelayanan aktivasi ktp digital sangat bagus terpercaya dan praktis ,Positive
secara digital sudah bagus kedepan aplikasi ini harus ditingkatkan lagi menu pilihan yang belum ada,Negative
aplikasi kocak untuk apa di buat aplikasi ini kalau mau registrasi saja harus scanbarcode dari dikcapil mending enggak usah di buat aplikasi ini mana aplikasi sering eror habis saja uang rakyat cuma buat aplikasi yang enggak penting ini ,Negative
ini untuk memudahkan masyarakat ? permohonan mencetak kakak saja enggak di respon harus kedukcapil lagi ? bagaimana dengan saya bpk penguasa ? hampura di abdi ulah janten rahet maneh maklum saya hanya rakhyat letik nu te ngarti kanan tingkah pola penguasa ,Negative
sorry saya kasih bintang aplikasinya enggak bagus menu cetak kakak dan akte kelahiran enggak ada terus kalo mau akses aplikasinya sering eror dan harus pakai wifi aksesnya tolong diperbaiki kisanak,Negative
keren semua data pribadi ngelink disini jadi aplikasi ini tuh digunakannya harus bareng operator disdukcapil setelah isi data diri terus bakal diminta foto selfi dan scan barcode nah scan barcode ini didapat dari aplikasi siak aplikasi yang dipakai sama operator disdukcapil jadi hp smartphone kita diarahkan ke barcode yang ada di layar pc operator disdukcapil kalo sudah nanti verifikasi via email dan aplikasi ektp secra digital barcode bisa ditampilkan ,Positive
alangkah bagusnya bisa cek ktp fisik via nfc ,Neutral
aplikasi sampah banget nih penanggungjawabnya hoflok aplikasinya enggak guna respon lama selalu lost koneksi hadeuhh pembodohan digital ini namanya ,Negative
aplikasi nya enggak bisa buka dokumen pindahkan barcode juga enggak berfungsi ,Negative
cuma di suruh isi data sampai di verifikasi wajah saja di suruh ulangi terus ambil foto ambil foto,Neutral
tolong aplikasi ini diperbatuhi masak foto ktp enggak bisa di download,Neutral
aplikasinya tidak bisa verifikasi ambil foto padahal pencahayaannya sudah bagus tetap saja tidak bisa ambil foto terimakasih,Negative
terobosan yang dilakukan ditjen dukcapil memang luar biasa dalam tahun terakhir telah mencetak langkah besar dukcapil bisa gerakan indonesia sadar adminduk gisa dan yang ke dukcapil go digital ditjen dukcapil mantap bapak dirjen luar biasa,Positive
aplikasi ini sangat penting dan puas juga memudahkan kita dalam akses pelayanan publik yang berdasarkan identitas diri kependudukan ,Positive
saya lupa pasword enggak bisa masuk tapi enggak ada pilihan lupa pasword untuk setting pasword baru tolong dong ini aplikasi bagaimana sudah begitu ktp digital tidak bisa di gunakan di perbankan enggak bisa buat pembukaan rekening bank atau yang berhubungn dengn bank sementara mau bikin ktp fisik susah banget di jawa tengah kata petugansnya tidak ada blanko nya jadi bagaimana sekarang serba digital ktp digital tapi tetap saja masih nyusahin,Negative
enggak enggak guna karena kurang efektif,Negative
sangat membantu sekali semoga tetap konsisten dan memberikan kemudahan proses pelayanan administrasi kependudukan ,Positive
masih belum persen optimal tolong lebih di kembangkan lagi,Neutral
ini kenapa tertulis kesalahan koneksi padahal wifi dan sinyal hp bagus ini aplikasi pelayanan pemerintah bukan aplikasi ecek ecek tolong dong diperbaiki ,Negative
sayangnya untuk kakak belum ada,Neutral
bintang dulu karena susah masuknya,Negative
ketika semua bisa digital tapi kenapa masih harus meminta qr ke petugas daftar susah padahan pakai wifi kecepatan mbps masih kurang stabil,Negative
bagaimana cara mendownload dokumennya ? ktp kakak akta lahir semuanya tidak bisa screenshoot pun tidak bisa untuk dicetak,Neutral
kenapa enggak bisa dibuka sekarang ? ? terjadi kesalahan koneksi terus katanya,Negative
aplikasi setiap di buka gagal terus tapi kalau di buka tengah malam malah bisa mempersulit masyarakat apakah cuma saya saja yang merasakan ini,Negative
izin memberikan masukan harusnya ikd dan siak online bisa diakses jam,Neutral
sebener nya aplikasi ini sangat berguna namun sayang nya setelah verifikasi wajah knapa harus barcode dari duskapil semoga lebih di tgkatkan lagi agar lebih mudah di gunakan sy kasih dulu bintang nya nanti saya tambah lagi setelah lolos pendaftaran,Neutral
menurut saya ini sangat bagus memudahkan masyarakat dalam menyimpan berkas identitas diri dan keluarga hardfile itu penting dan softfile juga penting jadi masyarakat di era digital dan mayoritas pengguna smartphone mudah membawa identitas kemana tanpa takut lupa bawa atau hilang sebagai catatan mohon server database dijaga jangan sampai database masyaratkat bocor dari segi tampilan mungkin bisa lebih bagus simpel dan modern terimakasih ,Positive
kenapa hanya telkomsel yang bisa paket datanya buka aplikasi ini tolong jangan masukkan provider atau mengkhususkan provider untuk aplikasi ini sewaktu pengurusan pegawai mengatakan kalau ini sudah dari pusat lantas bagaimana dengan user provider lain telkomsel terlalu mahal untuk kami gunakan jadi tolong jangan mengkhususkan ,Negative
please lah aplikasi tuh apalagi untuk warga negara difasilitasi yang bagus masa kalah sama aplikasi swasta mau server yang banyak monggo yang penting semua kalangan masyarakat bisa mengakses kalo cuma gimmick ya sama saja ,Negative
registrasi nya kenapa masih harus dihadapan petugas disdukcapil ? sekarang buat rekening bank saja sudah bisa online ini masih harus datang ke disdukcapil layanannya masih tanggung,Negative
aplikasi enggak jelas ini masa koneksi bermasalah mulu,Negative
semoga kedepannya semakin sukses dan semakin maju dan modern dengan adanya digital id dukcapil bisa bisa bisa,Positive
kok eror sih enggak bisa masuk ! tolong dong beri tahu !,Negative
terimakasih atas bantuannya tim dukcapil digitalisasi ktp makin mudah dan cepat ,Positive
awal aktivasi bisa lihat data dokumen lainnya namun setelah itu tidak bisa sampai detik ini dengan keterangan dokumen sedang di integrasikan terus tolong diperbaiki kak ,Neutral
sudah di install tapi pas melakukan photo untuk verifikasi gagal terus foto tidak bisa tersimpan diaplikasi sehingga tidak dapat lanjut ke tahap berikut spesifikasi android versi hp samsung saja pro mohon di perbaiki aplikasi nya,Neutral
bagus,Positive
kenapa enggak bisa di buka,Neutral
koneksi lagi lagi lagi koneksi bagaimana caranya agar lancarmemang harus punya hp barubantu solusi ndan ,Negative
sejauh ini konsep aplikasi bagus cuma untuk fitur regis kenapa harus ada scan qr code yang harus di dukcapil ? kalau bisa diganti ke mode verifikasi yang dilakukan oleh petugas dukcapil selain itu fitur save offline juga perlu jadi disaat kondisi user tidak memiliki jaringan dapat tetap akses ,Positive
dokumen enggak bisa dibuka ! padahal butuh buat kerja,Negative
